VisitID,ProgramSiteID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,Grad,Sin,Sin_CL,Area_Wet,Area_Bf,WetVol,BfVol,WetWdth_Int,DetrendElev_SD,DpthWet_SD,BfWdthInt,Lgth_Wet,Lgth_Bf,DpthBf_Avg,DpthBf_Max,Lgth_Thlwg,DpthThlwg_UF_Avg,DpthThlwg_UF_CV,BfWdth_Avg,BfWdth_CV,BfWMxDRat_Avg,BfWMxDRat_CV,BfWDRat_Avg,BfWDRat_CV,WetWdth_Avg,WetWdth_CV,WetWDRat_Avg,WetWDRat_CV,WetWMxDRat_Avg,WetWMxDRat_CV,SlowWater_Area,SlowWater_Ct,SlowWater_Freq,PoolResidDpth,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Freq,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Freq,FstNT_Vol,FstNT_Pct,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,RipCovCanNone,SubEstBldr,SubEstCbl,SubEstGrvl,SubEstSandFines,FishCovLW,FishCovTVeg,FishCovArt,FishCovNone,FishCovAqVeg,FishCovTotal,SolarSummr_Avg,UcutLgth_Pct,UcutArea_Pct,Ucut_Area,LWFreq_Wet,LWFreq_Bf,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_BfFstTurb,LWVol_WetFstNT,LWVol_BfFstNT,DriftBioMass,BfBraid,BfChnl_Ct,Bf_Island_Ct,BfMChnl_Part_Ct,Bf_QIsland_Ct,Lgth_BfChnl,BfSCWdth,BfSCWdth_CV,BfSCWDRat_Avg,BfSCWDRat_CV,BfSCWMxDRat_Avg,BfSCWMxDRat_CV,Bf_QIsland_Area,WetBraid,WetChnl_Ct,Wet_Island_Ct,Lgth_WetMChnl,WetMChnl_Area,WetChnl_Sin,Lgth_WetChnl,WetSCL_Area,WetSCS_Area,WetSC_Pct,WetSCWdth,WetSCWdth_CV,WetSCWDRat_Avg,WetSCWDRat_CV,WetSCWMxDRat_Avg,WetSCWMxDRat_CV,WetMChnl_Part_Ct,Wet_QIsland_Ct,Wet_QIsland_Area,SiteGeoDatabase_FileName,OrthogonalGeoDatabase_FileName,RBTOutputs_FileName,ResultsXML_FileName,LogFile_FileName,HydraModelInputs_FileName,HydraModelResults_FileName,BathymetryImg_FileName,BndryCndtnsImg_FileName,WettedDepthImg_FileName,WettedElevImg_FileName,DepthImg_FileName,VelocityImg_FileName,GCDADCNtThckDffT0,GCDADCNtThckDffErrT0,GCDADCNtThckDffT1,GCDAOINtThckDffT0,GCDADCNtThckDffErrT1,GCDAOINtThckDffErrT0,GCDAOINtThckDffT1,GCDAOINtThckDffErrT1,GCDADCTtThckDffT0,GCDADCTtThckDffErrT0,GCDADCTtThckDffT1,GCDADCTtThckDffErrT1,GCDAOITtThckDffT0,GCDAOITtThckDffErrT0,GCDAOITtThckDffT1,GCDAOITtThckDffErrT1,GCDAOIAreaDtctChngT0,GCDAOIAreaDtctChngT1,GCDImbalPctT0,GCDImbalPctT1,GCDChnlVolDiffT0,GCDChnlVolDiffT1,BraidChannelRatio,PoolToTurbulentAreaRatio,ChannelPattern,BankErosion,ConstrainingFeatureHeightAverage,FloodProneWidthAverage,ValleyWidth,ConstrainingFeatureType,PercentConstrained,CountOfPoolFormingLWD,CountOfKeyLWD,CountOfJamLWD,CountOfRightBankLWDPieces,CountOfLeftBankLWDPieces,CountOfMidChannelLWDPieces,CountOfLWD,CountOfChinook,CountOfCoho,CountOfSockeye,CountOfChum,CountOfOmykiss,CountOfPink,CountOfCutthroat,CountOfBulltrout,CountOfBrooktrout,CountOfLamprey,CountOfOtherSpecies,DensityOfChinook,DensityOfCoho,DensityOfSockeye,DensityOfChum,DensityOfOmykiss,DensityOfPink,DensityOfCutthroat,DensityOfBulltrout,DensityOfBrooktrout,DensityOfLamprey,DensityOfOtherSpecies
1195,1874,CBW05583-004682,6,John Day,8/6/2013,MF ODFW Design ODFW Crew,Shelley Banks Crew,2013,3,Greater Middle Fork John Day-Source-Private,Annual,8/6/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,,Yes,0.34,1.04649,1.04142,6398.03853,13077.66906,1324.58469,8809.06938,12.15177,0.71921,0.12544,25.39914,526.51073,514.88624,0.69723,1.53955,529.40361,0.34095,0.25528,25.23146,0.14577,20.96576,0.17209,33.20481,0.25383,10.65996,0.39743,49.40446,0.46205,31.69478,0.45485,448.39,4,0.75972,0.07,92.2761,7.00824,2657.98998,6,1.13958,507.90727,41.54383,3005.25003,5,0.94965,723.93823,46.97143,0.57335,0.29891,0.41035,20,60,118,2.27083,8.16666,143,70,0.5,1.5,29,21,9.5,18.5,99,3.41673,33.01095,48.33902,15.23327,0,6.78639,0,93.16137,0.05222,6.83862,,0,0,0,0.18992,0.18992,0.02035,0.02035,0,0,0.02035,0.02035,0,0,,,1,,1,,514.88624,,,,,,,,,1,,526.51073,5476.02002,1.04,526.51073,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,1483,CBW05583-007410,6,John Day,7/19/2015,Clove,Salgado crew,2015,5,Middle Fork John Day-Source,Annual,7/19/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12427,1.71794,4.17983,30,152,319,4.85714,19.10582,53.3,52,6,37,53,14,52,98.5,92.5,,,,,,,,,,,62.63191,,,7.5,,,15.5605,41.89576,2.46811,3.0336,13.09239,34.25973,0,0,0.000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2241,CBW05583-011122,6,John Day,8/31/2012,ELRNicoleCrew,Nicole Crew,2012,2,Murderers Creek-Source,Annual,8/31/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,2.795,1.05072,1.04861,422.21448,621.07093,37.41089,147.97144,3.5957,1.10533,0.08332,5.30304,117.42196,117.11598,0.2565,0.72424,116.93995,0.151,0.5914,5.24071,0.17686,11.84002,0.30084,18.34643,0.27345,3.61567,0.31628,28.73876,0.61023,17.94886,0.54119,110.17,4,3.40652,0.2225,15.9163,26.09337,107.97,6,5.10978,7.75393,25.57231,121.79,4,3.40652,13.69954,28.84553,0.00218,3.47898,8.30243,6,75,264,10.0085,19.84523,171,185,6.9,12.2,24,6,18.8,54.4,82.4,,,,,,,,,,,61.77646,,,0.4,,,0.59696,1.53324,0.5168,0.76147,0,0.15737,0.08016,0.6144,0.000075,1,1,2,1,0,117.11598,,,,,,,0,1,1,2,117.42196,339.92999,1.05,117.42196,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,2241,CBW05583-011122,6,John Day,8/16/2013,ELR_Crew2,Nick Crew,2013,3,Murderers Creek-Source,Annual,8/16/2013,1966,1,,Yes,,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00631,18.95731,22.49957,6,65,172,10.9688,16.88998,340,184,8.5,12.3,21.3,16.5,47,74.6,77.2,,,,,,,,,,,78.77791,,,0,,,0.21082,0.64006,0.21082,0.36183,0,0.16964,0,0.10859,0.000331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,2241,CBW05583-011122,6,John Day,8/31/2015,Truckers,Salgado crew,2015,5,Murderers Creek-Source-Mainstem,Annual,8/31/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00831,7.18965,10.4731,7,125,366,41.77777,44.88888,308,164,5,6,9.5,3,12,27,91.5,,,,,,,,,,,78.13122,,,0,,,0.09881,1.43234,0.07525,0.59487,0,0.04523,0.02356,0.79223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,2241,CBW05583-011122,6,John Day,9/1/2016,Maleficent,Salgado crew,2016,6,Murderers Creek-Source-Mainstem,Rotating Panel 3,9/1/2016,2020,1,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00343,11.17948,17.26162,0.03,52,120,43.90476,44.09523,419,248,7,10,28,16,9,29.5,91.5,,,,,,,,,,,80.3984,,,0,,,0.12263,1.06241,0.11085,0.52433,0.01178,0.08088,0,0.4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,616,CBW05583-013322,6,John Day,7/9/2013,MF ODFW Design ODFW Crew,Shelley Banks Crew,2013,3,Greater Middle Fork John Day-Transport,Rotating Panel 3,7/9/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,,Yes,1.893,1.2025,1.18776,365.84196,465.09822,20.75821,76.84159,2.75053,1.08031,0.05749,3.52271,133.00762,132.02845,0.15479,0.63647,132.79661,0.10662,0.60251,3.45189,0.35102,17.1559,0.47803,27.60465,0.4851,2.58506,0.30735,35.75644,0.66415,21.85381,0.69641,48.25,5,3.75918,0.188,6.32841,13.18875,173.28,7,5.26286,8.13749,47.36472,75.34,3,2.25551,5.06667,20.59359,0.00993,9.30833,17.46889,23,49,78,49.08333,52.33333,252,148,0,0.3,46.5,31.7,17.2,32,100,3.72082,19.23333,43.97446,33.07137,1.64886,4.7893,0,93.70212,0,6.44541,66.47296,2.14273,0.65174,2.4,6.76652,8.2702,0.8769,1.45351,0.19978,0.19978,0.13997,0.19978,0.53715,1.05395,,,1,,1,,132.02845,,,,,,,,,1,,133.00762,296.87,1.19,133.00762,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,616,CBW05583-013322,6,John Day,7/31/2016,Bashful,Salgado crew,2016,6,Greater Middle Fork John Day-Transport,Rotating Panel 3,7/31/2016,2020,1,,,,Yes,,,Yes,,,,,,,,,1.824,1.24432,1.32591,318.87819,517.11735,24.41665,145.76277,2.34793,0.87994,0.05839,3.8443,135.81245,134.51533,0.23566,0.65015,137.9713,0.11113,0.53819,3.48576,0.28179,12.84374,0.45151,20.89051,0.49328,2.04925,0.24907,25.37274,0.48281,16.80006,0.44586,67.02,5,3.68155,0.205,7.83201,21.01743,78.51,8,5.89048,4.87258,24.62069,136.33,6,4.41786,11.30314,42.753,0.00641,11.18867,19.81815,9,60,113,25.37213,32.98412,370,236,1,1,22,19.5,12.5,16,99,0.9565,27.04161,30.51142,41.49045,2.39498,5.67746,0,90.82292,2.489,10.56964,64.56192,2.94523,0.77172,2.4,4.41785,5.89047,1.81858,1.99348,1.16425,1.16425,0.4784,0.4784,0.17592,0.35082,,1.06602,2,1,1,1,143.39579,2.50656,0.28435,20.54392,0.34485,11.16433,0.32865,5.50025,1.08707,2,1,135.81245,281.86002,1.22,147.6374,,10.31,3.52877,1.17825,0.31533,29.44171,0.37947,17.81643,0.39196,1,1,23.68777,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,0.06966,0.05985,,0.0067,,0.00576,,,0.16756,0.08024,,,0.01613,0.00772,,,9.6241,,20.78658,,41.57316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,659,CBW05583-013642,6,John Day,9/21/2011,2011- ODFW - Local Crew  - John Day,Local Crew  - John Day,2011,1,Greater John Day-Transport-Public,Rotating Panel 1,9/21/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,92,18.16666,19.66666,247,148,7.5,17.65,66.6,58.6,32.4,48.7,91.7,,,,,,,,,,,45.88393,,,,,,4.90819,5.01577,4.90819,5.01577,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,941,CBW05583-016394,6,John Day,8/5/2011,2011- Eco Logical Research - Local Crew,Local Crew,2011,1,East Fork Beech Creek-Gradient 1-3,Rotating Panel 1,8/5/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,2.048,1.20518,1.19468,402.62046,614.46449,34.67547,160.76285,3.22908,0.35872,0.07649,4.9712,124.68569,123.60496,0.25508,0.76294,124.18676,0.16599,0.49554,4.81415,0.23865,13.70244,0.35487,22.56043,0.35007,3.20739,0.28399,33.01284,0.50998,18.75154,0.48816,44.04,3,2.40605,0.19,7.58338,10.93834,211.28,5,4.01008,20.17366,52.47622,74.6,2,1.60403,6.585,18.52862,0.01267,,,2,25,109,75.53297,99.09909,186,152,0.5,10.75,79.5,62.1,31.1,60.5,88,5.31625,27.94904,45.94962,20.78506,0,19.57754,0,80.42245,,19.57754,33.45755,,,,0,0,0,0,0,0,0,0,0,0,0.000165,1,1,0,1,0,123.60496,,,,,,,0,1,1,2,124.68569,329.92001,1.19,124.68569,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1974,CBW05583-018034,6,John Day,8/29/2012,ELRMonicaCrew,No Crew,2012,2,Murderers Creek-Depositional,Rotating Panel 2,8/29/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.815,1.05471,1.05753,664.48642,931.44401,111.17408,214.9999,3.99875,0.54744,0.12389,5.59689,166.17337,166.42173,0.24852,0.73352,163.66158,0.23142,0.55064,5.72495,0.22372,14.24951,0.36535,22.26619,0.43641,3.89877,0.2126,29.16322,0.42468,18.69786,0.39213,180.75999,2,1.20356,0.495,48.21529,27.20296,169.73,3,1.80534,16.38403,25.54304,287.63999,2,1.20356,46.50711,43.28756,0.21108,13.35317,22.80574,9,48,168,13.16666,26,195,120,0,0,92.5,108,82.5,67,100,6.08763,30.65574,47.00962,16.247,5.93178,17.07081,0,73.7023,3.29509,26.29769,77.2173,,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,,1,,1,,166.42173,,,,,,,,,1,,166.17337,638.13,1.06,166.17337,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,1974,CBW05583-018034,6,John Day,9/22/2015,Killer,Salgado crew,2015,5,Murderers Creek-Depositional-Mainstem,Rotating Panel 2,9/22/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,0.486,1.05623,1.05402,1425.38732,2457.68784,608.50691,1174.68078,8.29311,0.67788,0.27942,14.48481,171.87617,169.67344,0.40008,1.51855,171.1009,0.6547,0.37694,22.55619,0.34817,22.18902,0.32063,58.45137,0.5197,6.15828,0.09001,22.30619,0.75732,14.33106,0.63106,918.59003,4,2.32726,0.5875,465.99128,64.44494,24.8,1,0.58181,3.68972,1.73988,418.03999,3,1.74544,138.74983,29.32817,0.07144,1.34701,4.99051,6,95,182,44.75265,44.75265,191.7,105,0,0,71.5,83.5,42,30,100,3.00838,45.66198,26.53037,24.79925,12.5901,11.91159,0,59.05555,16.44274,40.94444,88.57925,0,0,0,1.16362,1.16362,0.20498,0.20498,0.02001,0.02001,0,0,0.18497,0.18497,0.000661,1,1,0,1,0,169.67344,,,,,,,0,1,1,0,171.87617,1361.43018,1.05,171.87617,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,0.15286,0.08427,,0.04071,,0.02244,,,0.21061,0.09852,,,0.05609,0.02624,,,26.63326,,36.29096,,72.58191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,2304,CBW05583-019570,6,John Day,9/14/2015,Low,Salgado crew,2015,5,Greater South Fork John Day-Transport Depositional,Rotating Panel 2,9/14/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,0.683,1.06215,1.06015,1966.56969,2389.09164,565.32402,1357.93313,9.39503,0.87947,0.24546,11.48349,209.32012,208.04582,0.54937,1.78992,207.89151,0.39381,0.68087,13.97576,0.1339,22.85077,0.40329,33.6171,0.39236,9.17065,0.25582,44.88856,0.53105,28.77528,0.53503,604.42,2,0.95547,0.72,294.34345,30.73474,1096.39999,2,0.95547,210.47217,55.7519,246.39,1,0.47774,60.42453,12.52892,0.45218,6.32031,17.22087,43,79,166,68.88888,72.88888,100,186,0,0.5,47,47.5,30,29.5,100,3.29176,36.71309,25.38187,34.61326,0,5,0,95,0,5,83.80755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000021,1,1,0,1,0,208.04582,,,,,,,0,1,1,0,209.32012,1947.21008,1.06,209.32012,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1610,CBW05583-021066,6,John Day,8/21/2013,MF ODFW Design ODFW Crew,Shelley Banks Crew,2013,3,Greater Middle Fork John Day-Depositional,Rotating Panel 3,8/21/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.496,1.0355,1.02074,9980.06443,18067.91677,1587.48922,13506.45625,16.46923,1.32965,0.09894,30.04073,605.98234,601.44723,0.79723,1.3974,607.00433,0.23518,0.3212,29.28714,0.14351,21.54098,0.18262,30.00125,0.16783,13.67616,0.14546,46.59787,0.24133,33.67574,0.21961,55.31,1,0.16502,0,16.70738,0.5542,5418.67993,3,0.49506,978.46219,54.29504,3435.08002,3,0.49506,592.13655,34.41942,0.52815,11.91666,18.23857,25,84,214,1.85034,8.86394,153.5,,0.5,2,20.5,14.8,16.3,23.5,98.5,22.13203,35.01962,29.77821,13.07012,1.23831,3.76168,0,89.32913,5.67086,10.67086,84.98904,0,0,0,0,0.33004,0,0.48976,0,0,0,0.33875,0,0.15101,,1,1,2,1,0,601.44723,,,,,,,0,1,1,0,605.98234,8909.07031,1.02,605.98234,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,1610,CBW05583-021066,6,John Day,9/26/2016,bambi,Salgado crew,2016,6,Greater Middle Fork John Day-Depositional,Rotating Panel 3,9/26/2016,2020,1,,,,Yes,,,Yes,,,,,,,,,0.48,1.05132,1.01275,8853.44803,13368.40871,2240.31844,7626.57,14.66329,0.68361,0.08618,22.16397,603.78318,603.15949,0.52473,1.11047,626.52037,0.32044,0.24285,22.13734,0.20929,33.05851,0.30047,49.28693,0.31354,11.90542,0.11185,53.04607,0.21363,35.70788,0.21538,662.67999,1,0.16562,0.27,225.2634,7.48499,4489.54016,4,0.66249,1095.97221,50.70951,3683.38,3,0.49687,917.98931,41.6039,0.62177,8.01838,12.44347,47,103,243,2.5,5.66666,120.7,84,0,0,40,29.5,10.5,21.5,99.5,12.65123,40.74324,40.25321,6.3523,0,0,0,99.39371,0.60628,0.60628,86.05829,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,603.15949,,,,,,,0,1,1,1,603.78318,8835.60059,1.01,603.78318,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,,,,,,,,,0.19275,0.1705,,0.00667,,0.0059,,,0.3537,0.21412,,,0.01223,0.00741,,,3.4586,,27.24731,,54.49462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1692,CBW05583-021738,6,John Day,9/25/2011,2011- ODFW - Local Crew  - John Day,Local Crew  - John Day,2011,1,Greater John Day-Transport-Private,Annual,9/25/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.114,1.56133,1.58497,141.85538,186.69206,41.14642,60.13601,1.19536,0.34626,0.18505,1.57435,118.67169,118.58381,0.32778,0.93848,116.12642,0.31296,0.55918,1.50776,0.46281,3.38451,0.30089,5.21938,0.32043,1.12567,0.59452,8.17552,0.88486,5.51689,0.96364,71.38,5,4.2133,0.228,27.47224,50.31885,0,0,0,0,0,62.91,6,5.05597,13.43348,44.34798,0.0015,,,1,2,12,77.33333,78.66666,36.8,28,0,0,91.5,92.5,1,0,100,0,0.09367,27.16062,72.74569,0,37.24327,0,61.62186,,68.49355,92.18488,,,,0,0,0,0,0,0,0,0,0,0,0.000587,1,1,1,1,0,118.58381,,,,,,,0,1,1,0,118.67169,134.29001,1.58,118.67169,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2473,CBW05583-022570,6,John Day,7/14/2011,2011- ODFW - Local Crew  - John Day,Local Crew  - John Day,2011,1,Greater John Day-Transport-Private,Annual,7/14/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,3.465,1.23899,1.23639,311.38478,562.3624,55.9888,130.44924,2.76098,0.8652,0.1301,5.00292,112.78061,112.4068,0.24025,0.87488,113.71548,0.24655,0.50045,5.25072,0.75211,11.26764,0.65768,21.02206,0.82745,2.36791,0.61436,20.73846,0.71625,13.00746,0.72736,0,0,0,0,0,0,121.47,2,1.77335,15.92237,39.00961,169.71001,1,0.88668,39.86969,54.5017,0.0742,,,1,29,70,,,452,152,1,9.15,43.9,45.2,18.5,21.5,95.7,0.12095,6.29734,35.49896,58.08273,0,23.27333,0,76.12188,,25.35915,61.47818,,,,0,0,0,0,0,0,0,0,0,0,0.001335,1,1,0,1,0,112.4068,,,,,,,0,1,1,0,112.78061,291.17999,1.24,112.78061,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,3540,CBW05583-027706,6,John Day,8/19/2011,2011- Eco Logical Research - Local Crew,Local Crew,2011,1,North Fork Cable Creek-Gradient 1-3,Rotating Panel 1,8/19/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.776,1.12818,1.13785,339.65841,521.47549,46.37774,141.59412,2.83456,0.34753,0.13915,4.36819,119.82753,119.38011,0.28118,1.00366,119.13795,0.21881,0.62958,4.29814,0.2346,9.50497,0.28849,16.19179,0.32482,2.76757,0.30244,21.92143,0.55755,13.13204,0.45608,111.41,7,5.84173,0.32571,27.326,32.8006,116.94,5,4.17266,10.38504,34.42871,60.39,2,1.66907,8.51542,17.77963,0.05211,,,2,18,39,60.39018,98.44444,31,40,3.6,6.25,77.1,68.7,13.9,26.2,96.1,0,1.54117,77.77966,20.67915,8.6928,10.53806,0.02497,73.29871,,26.70128,66.45763,,,,23.36691,25.03598,2.271,2.69147,0.57216,0.57216,1.59833,2.0188,0.10051,0.10051,0.001307,1,1,1,1,0,119.38011,,,,,,,0,1,1,0,119.82753,288.74002,1.14,119.82753,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,4195,CBW05583-030730,6,John Day,8/2/2012,ELRNicoleCrew,Nicole Crew,2012,2,Middle Fork John Day-Source,Rotating Panel 2,8/2/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,2.454,1.04559,1.0503,447.70781,743.14518,46.62669,140.20144,3.4937,0.43684,0.12491,5.86132,128.14701,126.78793,0.21292,1.22473,125.98479,0.17426,0.87972,5.82571,0.12712,15.34015,0.27878,24.68944,0.27309,3.49536,0.22161,40.01201,0.49205,23.62791,0.49077,102.7,4,3.12141,0.6025,23.3351,22.93907,207.72,4,3.12141,15.66922,46.39633,98.35,3,2.34106,7.62802,21.96745,0.01002,2.92822,6.69371,12,46,130,14.8421,32,195,170,12,20.1,49.5,39.5,13.4,36.4,87,8.94463,25.35178,50.49159,15.21197,13.81608,7.78396,0,75.18408,3.21586,24.81591,66.07351,,0,0,6.24283,11.7053,19.10863,51.43167,18.59183,50.91487,0,0,0.5168,0.5168,0.000598,,1,,1,,126.78793,,,,,,,,,1,,128.14701,408.77002,1.05,128.14701,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
